p1, p2, p3, p4, p5, p6, p7, p8, p9, p10, p11, p12, p13, p14, p15, p16, p17, p18, p19, p20, label 
7.941074,6.116532,7.176174,7.547085,5.814476,6.029095,6.281812,6.462599,7.022736,6.206680,3.237187,3.879330,2.636656,2.623155,1.611836,2.978200,3.648956,2.180926,2.376353,2.585148,one 
8.389852,6.892257,8.011752,7.341495,6.568931,6.916785,7.339080,6.904688,7.877072,6.841818,3.336300,5.541660,2.664556,2.220851,1.735546,2.906940,4.049897,1.789345,1.865085,1.949998,one 
8.537796,8.062985,7.847796,9.156235,7.173935,8.526914,7.915791,7.813570,8.569838,7.903100,2.653602,6.040057,2.238143,2.308901,1.539567,2.682270,3.185149,2.922754,2.789795,2.794721,one 
8.935789,8.054968,8.273006,8.775234,6.831856,8.489005,8.198794,8.322555,8.726246,7.438631,3.485764,6.284411,2.587873,2.584074,1.688381,3.059989,3.667013,3.079357,2.665452,2.925466,one 
8.464157,6.904754,7.998755,9.218962,6.526315,8.256495,7.541916,7.799807,8.067240,7.150737,3.752772,6.322833,2.800716,2.989156,1.497702,3.315979,3.710927,2.883948,3.383611,3.315408,one 
10.733509,10.586820,10.475151,10.925895,9.538664,10.694902,9.233432,10.347399,10.324972,9.941446,3.766830,7.139888,2.325129,3.275920,2.302526,3.328072,4.287826,4.010004,2.917501,3.031194,one 
8.528949,7.077982,7.717482,9.029525,6.079224,7.499937,6.525365,7.911726,7.846405,6.897050,3.143746,5.291254,2.477031,2.611089,1.521348,3.002435,3.412976,2.247190,2.270113,2.770237,one 
8.408781,6.913613,6.863613,7.672918,5.483608,6.375337,6.454033,6.201447,6.318427,5.604910,2.884966,3.234149,2.369155,2.011994,1.301185,2.570648,2.988905,2.073085,1.755927,2.226272,one 
8.973072,6.217881,6.824913,7.454888,6.062633,6.479195,6.654849,7.034647,6.197696,6.545552,3.079718,2.716348,2.276545,2.165463,1.284748,2.715276,3.023584,1.844249,1.763472,1.809497,one 
7.696822,6.282133,6.980529,7.003296,4.789205,5.842441,6.578198,5.894956,6.715988,5.126281,2.869014,3.864888,1.947898,2.065917,1.147282,2.625290,2.852508,2.252933,1.955518,2.255252,one 
8.215469,6.306142,7.064284,7.094706,5.126497,6.407847,6.882525,5.973942,6.474652,5.041926,2.983792,4.254142,2.473246,2.210376,1.193741,2.481414,2.771112,1.749369,1.940176,1.428203,one 
8.007103,7.409125,6.856686,7.672277,5.839664,6.433289,6.293928,6.978970,7.053822,6.199023,2.443520,4.130803,2.103464,2.090240,1.317519,2.720838,2.724238,2.317865,2.121112,2.355589,one 
8.614340,7.710759,8.241294,9.638454,6.567954,8.242226,7.475675,7.665527,8.030748,7.098269,3.184037,5.890906,2.705893,2.925656,1.614277,2.941231,3.186905,2.906227,2.562458,3.214406,one 
7.982010,5.508414,7.806879,6.757755,6.537374,6.150954,6.713753,7.175475,7.191488,6.120059,4.125418,4.344191,2.468815,2.821014,1.320423,3.111857,3.067329,1.970908,2.353747,2.529953,one 
8.239300,7.509267,8.940848,8.376479,7.000782,7.008304,6.905579,7.847893,7.565703,6.578547,2.642294,6.031990,2.356159,2.520295,1.617569,3.029988,3.394908,2.210595,2.122640,2.311287,one 
9.131247,7.014120,7.259955,8.120778,6.907812,7.208020,6.806635,7.791636,7.123801,7.207083,3.326718,3.449056,2.333344,2.336058,1.401105,2.950332,3.409318,2.414682,1.864503,2.923479,one 
8.372551,7.228365,8.979139,9.801200,7.853977,8.798915,8.330346,8.882827,9.197904,8.598503,4.467847,7.778371,2.931658,3.069076,1.868795,3.706162,4.626365,3.511626,3.686680,2.946948,one 
8.874693,7.480049,7.220676,8.541600,6.601290,7.540758,6.859354,8.024419,7.070662,6.888247,3.441253,4.253965,2.913597,2.782461,1.877418,2.522691,3.331443,3.040154,2.306821,3.296114,one 
9.251818,6.612368,8.070506,8.042003,7.330368,8.248358,7.873543,8.396926,8.579419,7.376492,4.472008,6.697395,3.257429,3.000970,1.770438,3.462449,4.634834,2.236994,3.128609,2.407294,one 
8.326088,6.788066,6.962310,7.315251,6.987955,6.900607,6.270421,7.626330,6.949389,6.809863,2.276460,4.320987,1.918856,1.747557,1.624747,2.488706,2.422818,2.227936,1.851038,2.210710,one 
8.131343,5.740597,6.629906,6.031048,5.642069,5.486690,6.529387,5.304046,6.277869,5.405995,2.511128,2.493507,2.137559,1.952669,1.205273,2.269068,2.571076,1.861238,1.521307,1.614460,one 
7.933315,6.501282,8.317018,8.299834,6.228728,6.782911,6.720097,7.341914,7.880577,6.493729,3.369509,6.354688,2.710689,2.704109,1.498611,3.109341,4.014800,2.526678,2.423095,2.906482,one 
8.112940,7.051668,7.832959,7.696283,5.877423,6.196662,6.675904,6.343869,6.806398,5.672531,3.334915,4.337990,2.697562,2.277282,1.224296,2.670748,3.703605,1.914805,1.941038,2.077623,one 
8.175056,7.068933,7.395413,7.967360,6.241420,6.227862,6.535680,6.894579,6.562803,6.333947,3.237951,3.666450,2.531936,2.212519,2.037171,2.999056,3.658198,2.232652,2.349188,2.244318,one 
8.771465,7.211645,7.675496,7.488355,5.994189,7.065408,7.386910,7.466852,7.813582,6.406582,3.294707,5.118289,1.961898,2.207044,1.356921,2.717542,3.672858,2.184953,1.804048,2.022067,one 
8.164990,7.833163,8.447715,9.380061,7.395557,8.529102,8.222452,8.275762,8.603207,7.938452,3.706757,6.738620,2.214786,2.532703,1.772058,3.141737,3.985825,3.164621,3.669445,3.260078,one 
8.339720,6.471699,7.030323,7.253977,5.759709,5.836108,6.464869,6.012468,6.237323,5.677511,3.100037,3.125703,2.456940,1.988874,1.062884,2.761190,3.147494,1.682340,1.722863,1.640794,one 
8.385141,7.567533,7.890317,8.895368,6.209405,7.308494,6.949278,7.212905,7.197064,6.499092,3.279944,4.933934,2.726119,2.204937,1.637641,2.684208,3.789650,1.939127,2.154729,2.023561,one 
8.451420,6.978369,7.377789,7.947711,6.760795,6.470395,6.701088,6.463398,6.614670,6.540894,3.115792,3.684082,2.763936,2.074337,1.555060,2.631651,3.699988,2.010891,1.924516,1.919100,one 
8.184942,6.355452,6.552561,6.444074,5.116099,5.697747,6.624458,5.758750,6.067388,5.048804,3.086077,2.994857,2.494145,2.292494,1.140754,2.764374,2.813024,2.017424,1.776461,1.688067,one 
8.364743,7.226364,7.003764,8.052199,6.367498,6.632322,6.287909,7.025728,6.741767,6.364345,2.847560,3.506998,2.332054,2.069418,1.595284,2.815340,3.234483,2.384066,1.846190,2.438435,one 
8.772894,6.591274,7.004712,7.833110,5.417979,7.220014,7.374512,6.602372,7.053949,5.740844,2.843517,4.365876,2.425764,2.142130,1.153718,2.574155,2.660301,2.325002,1.694991,2.256336,one 
8.155726,5.991943,6.105311,6.324512,5.656488,5.500059,6.089253,5.279929,5.979263,5.231825,2.978666,2.033481,2.438757,2.563770,2.140616,3.041620,2.690663,2.946882,2.079273,2.991334,one 
8.448920,7.491350,8.260487,8.797459,5.981499,7.498481,7.362484,7.370483,7.677844,6.490987,3.410384,5.746276,2.754174,2.506639,1.510418,3.045660,3.847784,2.082193,2.749873,2.401993,one 
8.192111,6.864019,8.010795,8.034045,6.876689,6.507897,6.861090,6.949014,6.902652,6.608733,3.131831,4.209355,2.736556,2.338085,1.770274,2.855269,3.877278,2.144803,2.488290,2.234535,one 
8.154495,5.288762,7.129600,6.676319,6.024951,5.986973,6.457118,6.864090,6.762457,6.065283,3.511057,3.519286,2.092662,2.410817,1.129356,2.690691,2.686705,2.161441,2.212817,2.092204,one 
8.519005,7.260407,8.360824,9.559618,8.081225,9.116148,8.624086,8.715922,8.686266,8.532460,3.374773,6.903278,2.520308,2.710095,1.882976,3.321974,3.509388,2.721809,3.397396,3.207252,one 
8.044433,7.067739,7.748709,8.446264,6.175061,6.832644,6.241115,7.281541,7.373024,6.197659,3.184244,5.166085,2.747036,2.608627,1.311524,2.874299,3.744255,2.390646,1.924617,2.634835,one 
8.000444,6.784996,7.653034,7.701255,6.044747,6.035959,6.566856,6.622198,6.889720,6.049166,3.206353,4.122559,2.624523,2.296018,1.367493,3.074698,3.479868,2.183117,2.239353,2.187550,one 
8.022817,4.371486,6.925667,6.181472,6.534694,5.362038,6.754435,6.285308,6.170638,6.067823,3.148301,2.281058,2.257114,2.216112,1.242721,2.429607,2.671142,1.861569,1.264746,1.899332,one 
8.303813,7.267018,8.227661,8.196469,6.301376,7.550907,7.564388,8.145045,8.227465,6.987027,3.298611,6.374606,2.446635,2.163831,1.335540,2.780890,3.545619,2.331225,2.212924,2.415321,one 
7.957157,6.251989,6.360656,7.351128,4.983067,6.218962,6.280353,6.009846,6.304835,5.459390,3.041303,3.916514,2.497246,2.470386,1.318869,2.918050,2.822503,1.942173,2.017520,1.865615,one 
8.269631,6.543026,7.135555,6.679535,5.601638,5.920722,6.549974,6.745604,6.882202,5.662452,3.240523,4.169263,2.031375,1.931646,0.935716,2.588396,3.235529,2.221544,1.589439,1.778765,one 
8.698389,6.564884,6.981406,7.839061,5.797076,6.795753,6.602086,6.804051,6.558641,6.181346,2.813644,3.212635,2.153635,2.080062,1.270097,2.465592,2.749479,2.211270,1.786883,2.250424,one 
8.067985,6.043358,7.138551,8.127765,6.285511,7.557307,7.241806,7.418669,7.959445,7.046425,3.249048,5.833939,2.352052,2.305856,1.424691,2.842392,2.918352,2.012742,2.549561,2.230700,one 
8.399791,6.994443,7.776085,7.013317,5.690863,6.493103,7.107418,7.104059,7.244952,5.921578,3.360246,4.885966,2.238557,1.989537,1.263312,2.392896,3.332919,1.950505,1.747549,2.060305,one 
8.419654,7.470158,7.618936,6.929093,5.528151,6.051210,6.978258,6.520413,6.459758,5.143408,3.141255,3.669907,2.264654,1.886173,1.103244,2.344574,3.208808,2.017211,1.548250,1.911092,one 
8.594149,6.961712,7.587310,7.083456,5.406167,6.573010,7.073984,6.670388,6.978804,5.571771,3.231274,4.682127,2.337458,1.977901,1.164143,2.263505,3.269389,2.001358,1.747127,1.914267,one 
7.749531,6.881210,7.691600,8.439259,6.667483,7.619167,7.199954,7.941917,8.093913,7.430181,3.409817,6.333612,2.768333,2.496992,1.605008,3.238777,3.263354,2.587583,2.593316,2.287843,one 
8.407574,6.755513,6.671962,7.446137,4.962270,5.973091,6.105919,5.937739,6.462496,5.278732,2.843583,2.855506,2.293551,2.163233,1.198116,2.723503,2.666501,2.236190,1.838686,2.238363,one 
8.099325,5.582839,6.815480,6.628864,5.694087,5.896845,6.386963,6.409607,6.693508,5.384093,3.470584,3.424472,2.217968,2.294928,1.149168,2.350532,2.864291,2.437435,1.605067,2.038346,one 
8.484682,7.486454,7.391138,8.068128,5.806380,7.663591,7.342918,7.440064,7.768783,6.486936,3.345074,5.600696,2.643419,2.510665,1.227781,2.882290,3.331301,2.162395,2.163946,2.455505,one 
8.272475,5.786834,7.272523,7.257238,5.653119,6.623993,6.825963,6.832933,7.362992,5.694942,3.752932,5.072363,2.467325,2.703990,1.435532,3.111335,2.944559,2.309682,2.080200,2.707874,one 
7.655371,7.263617,7.366215,8.221663,5.012936,6.775589,6.651756,6.347683,7.155386,5.618471,3.390622,4.739281,2.459700,2.129577,1.207660,2.756233,3.434634,1.992391,2.029402,1.863701,one 
8.441584,7.178204,7.006524,7.616743,5.173562,6.653774,6.660613,6.658331,7.021281,5.615991,2.547713,4.682534,2.181427,2.052591,1.054606,2.750527,2.776790,2.172902,1.936698,2.403644,one 
8.655097,7.099480,7.702538,7.363608,6.102104,6.940484,7.404260,7.480869,7.744112,6.175562,3.522928,5.202304,2.208475,1.987823,1.141753,2.800493,3.327644,2.331245,2.097309,2.440081,one 
9.316130,7.432384,7.389228,7.243065,6.179110,6.660637,6.530944,7.022869,6.305333,5.859159,2.856587,2.386025,1.969645,1.797085,1.190241,2.066510,2.757961,2.007753,1.496220,2.067013,one 
8.433047,5.981013,7.273101,6.431956,6.148825,5.839040,6.403373,6.563746,6.765124,5.657933,3.404428,3.660529,2.164484,2.155867,1.140227,2.274285,3.466585,2.165909,1.675569,1.853872,one 
8.502383,6.877301,6.913851,7.645750,5.654119,6.861233,6.765868,6.833688,7.522618,6.135679,3.117874,4.903832,2.455850,2.226156,1.348385,2.893285,3.367057,2.038647,2.061308,1.766998,one 
9.383095,8.854118,9.247121,9.709880,7.312324,8.850554,8.321134,8.999086,9.068329,7.742628,4.367575,7.169340,2.607262,2.607059,2.284745,3.957305,4.375664,3.187878,3.589238,3.968919,one 
8.213554,7.199842,6.841764,7.392623,4.679775,6.102532,6.281766,6.368827,6.547591,5.087960,2.697248,3.679534,2.355052,1.824862,0.941941,2.576447,3.046308,1.945077,1.739916,1.961825,one 
7.823705,5.489256,6.546414,7.323533,6.113010,6.518037,6.447706,6.524019,6.701884,5.903272,3.619976,4.857009,2.407268,3.239901,1.628108,3.703520,2.954898,2.791089,3.097191,3.300993,one 
7.700391,5.035816,6.514585,6.754199,5.521965,5.790838,6.388906,6.472600,6.393377,5.594165,3.688596,4.261558,2.872908,2.953414,1.566904,3.133718,2.785978,2.184919,2.381469,2.835953,one 
8.744480,8.680139,9.113512,9.292576,7.589072,8.474181,7.616309,9.044780,8.589502,7.437691,4.093551,6.898002,2.878045,3.210441,2.031238,3.875375,3.993574,2.852178,3.525078,3.358940,one 
7.764943,5.085233,6.421336,7.241725,5.778631,6.365544,6.458884,6.498544,6.641387,5.906415,3.702821,5.065026,2.796803,3.440109,2.169955,3.724163,3.082326,2.984981,3.236696,3.455272,one 
8.161673,6.762305,8.583211,9.751300,8.552308,8.613821,8.340243,8.792097,8.714056,8.835354,2.992264,7.435983,2.524216,2.977180,2.086224,3.445086,3.564378,3.331637,4.313760,3.470443,one 
7.939288,5.829600,6.474233,7.620109,5.676529,6.485148,6.084705,6.819985,6.452943,5.744613,3.757010,4.841031,2.894837,3.299010,2.323485,3.546201,3.068256,2.898051,3.005814,3.425327,one 
8.896150,7.225454,8.252919,7.645154,6.492538,7.386486,7.632245,7.736712,8.028937,6.768208,3.577413,5.765399,2.507577,2.163853,1.256055,2.625491,3.353389,2.171102,2.018210,2.249788,one 
8.238284,6.145178,7.381584,7.179069,5.844298,6.906738,6.876537,6.934363,7.909248,6.283111,3.671632,5.239835,2.381977,2.725988,1.608276,2.894916,3.334828,2.465770,2.500200,2.604603,one 
8.565474,6.863694,8.019847,7.687418,6.501536,7.524716,7.473444,7.328018,7.780520,6.582236,4.316273,6.079761,3.286177,3.019104,2.121632,3.249962,4.487807,2.261247,2.900166,2.991373,one 
7.900583,5.833262,6.477832,7.164174,5.211045,6.089746,6.172033,6.096100,6.704839,5.405980,3.380556,4.143008,2.555090,2.709107,1.764504,2.972689,2.256852,2.515117,2.257049,2.956530,one 
8.004942,4.844862,7.087876,6.524679,6.225747,5.784159,6.482943,6.395747,6.377534,6.052222,3.812708,4.441549,2.890670,3.073122,2.100836,3.283135,3.598218,2.391738,2.652450,2.846135,one 
7.931400,6.531867,6.445221,7.642913,5.632654,6.279445,5.786150,6.137895,6.530840,5.730630,2.851356,3.503990,2.556389,2.452498,1.847641,2.829827,2.123959,2.613156,2.022331,2.344444,one 
7.958817,5.772416,6.609254,7.809625,5.875936,6.694804,6.392988,6.922111,6.832818,6.047831,3.971456,5.216348,3.261489,3.199134,1.882037,3.390892,3.519298,2.662680,2.684678,3.298163,one 
8.179523,5.864232,6.951554,6.953686,5.920425,6.181718,6.499738,6.081448,6.575574,5.765926,3.691771,4.158306,2.409098,2.674605,1.532290,2.926974,2.911008,2.420282,2.138427,3.092601,one 
7.910053,5.801622,6.662956,7.907502,6.243808,6.752178,6.303364,6.875887,7.186925,6.323251,3.761417,5.589927,3.134328,3.410237,2.353396,3.668519,3.387309,3.043710,3.117669,3.664299,one 
8.142038,6.320174,7.010285,7.236471,5.543242,6.696257,6.687227,6.583838,7.495924,5.940927,3.512880,5.072562,2.421269,2.353164,1.620043,2.788368,3.043456,3.010011,2.310280,2.497278,one 
8.141404,6.321341,6.790624,7.632656,5.398950,6.492134,6.344323,6.447289,6.942836,5.738658,3.307285,4.733508,2.573428,2.689946,1.282791,3.209016,2.586789,1.981760,2.250699,2.544156,one 
7.749169,6.104030,6.313710,7.065081,5.399385,5.656827,5.725017,5.819209,6.319188,5.392645,2.973996,3.128006,2.480239,2.314049,1.289566,2.799163,2.254052,2.069645,1.879110,2.006518,one 
8.798691,7.598446,8.479387,9.007160,7.009616,8.549690,7.921151,8.574306,8.450952,7.153892,3.330995,6.790486,2.209003,3.074453,1.636955,3.551297,3.175731,2.415280,3.481673,3.345589,one 
7.540052,6.716957,7.235155,7.606520,6.230157,6.886022,6.446684,7.106530,7.272869,5.796039,3.562604,5.052211,1.894022,2.491117,1.711381,3.004650,3.444670,2.807775,2.695288,2.703022,one 
9.091688,8.455293,9.301425,8.559504,7.849318,8.552578,8.498696,8.957903,8.870995,7.360469,3.796654,6.584617,2.600388,2.772285,1.717140,3.231106,3.653656,2.651577,2.946824,3.558023,one 
7.824653,6.469984,6.168675,7.691273,6.067715,6.656923,5.907483,6.331240,6.800085,5.857900,2.664535,4.406120,2.371998,2.857899,2.270664,3.253113,2.007418,3.003385,3.150125,3.398956,one 
8.319002,8.158481,7.791021,7.758472,6.201019,7.311573,7.013557,8.041186,7.514168,6.591801,2.710929,4.951591,1.972749,1.864854,1.467174,2.532862,2.693592,2.525090,1.886720,2.243967,one 
8.211647,7.496968,8.393695,8.592242,6.238133,8.126653,7.801145,7.893218,8.125080,6.345080,3.743318,6.582155,2.117195,2.915430,1.449066,3.138715,3.245270,2.274890,3.114738,3.335554,one 
8.046904,6.052910,6.816727,7.408722,5.655309,6.735295,6.495092,6.838914,7.552223,6.119269,3.494170,4.981632,2.344699,2.238325,1.289146,2.723640,3.201323,2.498698,2.081223,2.137957,one 
7.999797,8.246327,7.505999,7.997781,7.607691,7.425443,6.768559,7.802331,7.691480,7.027180,2.765991,4.697185,1.846380,2.269763,1.725777,3.098404,3.178218,3.320055,2.743261,2.879305,one 
8.471197,8.002558,7.883044,8.104503,5.382249,6.959655,7.048603,6.835316,6.864738,5.646791,3.422738,4.614915,2.713760,2.081942,1.419226,2.718985,3.822453,1.833263,2.204415,1.894665,one 
7.815849,5.145413,6.265944,6.525493,5.141549,5.594750,6.207484,5.650210,6.444529,5.337769,3.330886,3.403733,2.585741,2.392054,1.290774,2.396997,2.698625,2.222806,1.914333,1.783327,one 
8.266961,4.900982,6.847877,6.487567,6.509765,5.522066,6.601057,6.357936,6.048647,6.103761,2.928546,2.207548,2.314486,2.194758,1.189616,2.545558,2.856817,2.088435,1.428102,1.814582,one 
8.200351,5.846322,7.240526,6.783683,5.923007,5.872395,6.754385,5.830466,6.487477,5.436904,3.595743,3.755038,2.712646,2.144037,1.150359,2.611995,3.529042,1.891727,1.652533,1.488182,one 
8.689542,6.950116,6.796585,6.681676,5.937769,6.348868,6.504356,6.223405,7.045643,5.963705,3.073702,3.327034,2.292339,2.405119,1.714925,2.439790,3.262497,2.570870,1.939107,2.354405,one 
8.119377,7.683753,9.017624,8.563623,7.082293,7.763953,7.871765,7.956375,8.163675,7.349951,3.143123,6.687178,3.208648,2.596257,1.965098,3.010903,4.033398,1.732693,2.574503,2.117427,one 
8.750035,7.680872,7.643755,8.223127,6.348629,7.989288,7.900262,7.746648,8.112018,7.025500,3.694634,5.677906,2.595259,2.489673,1.384664,2.887356,3.583772,2.597024,2.191413,2.273070,one 
8.388739,8.056572,8.329049,8.572020,6.435328,8.158168,7.930808,8.066032,8.282200,6.826170,3.702884,6.600679,2.449756,3.268991,1.778290,3.668748,3.497947,2.474525,3.206697,3.373932,one 
8.351231,7.979960,7.773975,8.208902,5.887604,7.347076,6.866023,7.629611,7.668475,6.153024,3.363745,5.250045,2.400658,2.496384,1.160978,3.239713,3.484094,2.245866,2.334338,2.575031,one 
8.160333,6.455831,6.759969,7.360053,5.091176,6.397041,6.568351,6.374273,6.987073,5.551713,3.108902,4.398260,2.553688,2.285915,1.007982,2.716660,3.123403,2.042445,1.889533,1.735326,one 
8.194755,6.379495,7.928950,7.744952,6.725971,6.779136,6.610775,7.419460,6.974723,6.012569,3.519177,4.434727,2.392194,2.572400,1.379488,2.971274,2.851283,2.250037,2.464116,2.911474,one 
8.376447,5.781131,7.039994,7.775220,6.585466,7.397669,6.939206,7.351720,8.040505,6.975807,3.845937,5.791426,2.756398,2.709987,1.605636,3.367045,4.053261,2.647355,2.400305,2.300721,one 
8.880822,7.139422,8.145847,7.222691,6.568264,7.190389,7.622772,7.242635,7.846341,6.752133,3.512563,5.504274,2.862010,2.412679,1.369756,2.661801,3.905498,1.705808,1.987675,1.828497,one 
7.898511,6.551485,7.752146,8.702691,7.128854,7.847389,7.584639,8.001121,8.273060,7.873968,3.585830,6.348224,2.513709,2.658114,1.416777,3.394892,3.562277,2.599331,3.066153,2.376196,one 
7.780326,6.180369,6.135658,7.421664,5.948916,5.905146,5.823689,6.429221,6.038417,5.584276,2.932856,3.705633,2.709173,2.466826,1.721328,3.356504,2.485157,2.507043,2.252004,2.796754,one 
8.275163,6.739037,7.743405,7.384281,5.904699,7.100710,7.229036,7.212986,7.657230,6.311618,3.285676,5.626038,2.837767,2.217798,1.470158,2.279475,2.910023,1.686054,1.789639,1.677462,one 
8.468061,6.032813,6.749997,7.300640,6.036990,6.913914,6.640893,6.702499,7.540294,6.107968,3.091268,4.387801,2.140537,2.215106,1.317045,2.549890,3.323526,2.362172,1.746932,2.016107,one 
7.617690,8.716242,8.068260,8.775817,7.118616,7.712180,6.929979,8.148117,7.675734,7.228479,2.795577,5.889013,2.443936,2.618518,1.792377,3.278284,3.376944,2.544206,3.173355,3.196460,one 
8.468273,5.471656,7.145200,7.252417,6.116155,6.495967,6.625816,6.369372,6.893921,6.170608,3.986401,4.983219,3.008614,2.605803,1.502358,3.075308,4.132066,2.195197,2.097921,2.658820,one 
8.106680,7.430148,8.269704,7.662357,6.173128,7.167133,7.444568,7.403834,8.076435,6.436781,3.379270,5.842010,2.604059,2.324312,1.627655,2.753069,3.719265,2.163327,2.199598,2.465096,one 
7.755504,6.814770,6.785705,6.847354,5.022008,5.851123,5.888445,6.227342,6.461663,4.964786,3.179955,3.823733,2.618204,2.143637,1.127212,2.575287,3.116376,2.024281,1.935833,1.498451,one 
7.563385,7.156624,7.586123,7.937877,5.627977,6.681762,6.454363,6.717878,6.998941,5.655199,3.402714,4.874344,2.305050,2.427295,1.305650,3.083479,3.520478,2.192837,2.452460,2.811823,one 
7.822454,6.948385,6.664121,7.627415,5.744011,6.438890,5.852192,6.921416,6.851360,6.123970,2.596914,4.548905,2.104429,2.130364,1.831013,2.902901,2.625247,2.804411,2.109575,2.558533,one 
7.875245,7.543275,8.369199,8.480112,6.321169,7.318844,7.218576,7.320444,7.565662,6.387796,3.537349,5.903927,2.444407,2.315006,1.651068,2.857687,3.641336,2.596314,2.631100,2.969068,one 
8.388583,7.682700,8.319774,8.414906,6.709324,7.979100,7.908390,8.344393,8.571971,7.301074,3.668128,6.310058,2.232751,2.485489,1.608988,2.996519,3.431245,2.587629,2.522165,2.614611,one 
8.171742,6.583063,6.347047,7.321028,5.250594,6.360037,6.514392,5.978093,6.563542,5.391345,2.427875,3.857463,2.448724,1.860662,0.951035,2.594959,2.746244,1.805688,1.729423,1.658152,one 
7.806210,8.028620,8.378677,8.440943,6.246007,7.248501,7.495071,7.259441,7.380452,6.054515,3.063727,5.296933,2.365533,2.337110,1.580686,2.756907,3.099470,2.451567,2.335469,2.733672,one 
8.473410,6.896610,6.940811,7.689202,5.597670,7.128070,6.980340,6.593060,7.466970,5.974108,2.605964,4.501879,2.291979,1.737149,1.140940,2.391618,3.081807,2.065329,1.571879,1.618891,one 
7.892727,7.097703,7.895885,8.584968,6.409244,7.175903,7.028054,7.074444,7.191197,6.301551,3.328159,5.126803,2.428177,2.573898,1.574006,2.874114,3.558870,2.585402,2.790496,2.905281,one 
7.351183,6.060782,7.756192,8.006084,6.896410,6.816367,6.712200,7.478008,7.596259,7.029931,3.574874,6.284551,3.096023,3.065836,2.208951,3.754100,3.987576,3.191335,3.746336,3.109992,one 
8.869998,5.871633,6.961852,7.136240,6.818960,6.624697,6.163760,7.445911,6.486878,6.515069,2.841690,2.548269,1.846178,1.984230,1.547959,2.117541,1.884427,2.547287,1.674172,2.365331,one 
7.556730,7.048682,7.312355,7.924470,5.692830,6.906529,6.757765,6.866067,7.026674,5.757936,3.806947,5.008866,2.232145,2.408227,1.566356,2.989075,3.375765,2.307275,2.510964,2.924801,one 
7.781174,6.994184,7.615975,7.612246,5.601185,6.492536,6.540803,6.959606,6.840410,5.556029,3.450114,4.708444,2.123971,2.366359,1.324618,3.067637,3.224392,2.124975,2.254691,2.776187,one 
7.525541,7.237490,8.387092,8.659434,6.452205,6.996699,6.656349,7.126759,7.621387,6.268082,3.726577,5.805934,2.610530,2.915855,1.531835,3.581527,4.108930,2.168847,3.030318,3.105326,one 
8.342474,8.671399,8.655945,9.617419,7.522814,8.951054,7.969730,9.042408,8.552795,7.837983,3.227662,7.323414,2.258450,3.085905,1.653790,3.390782,3.685043,2.819017,3.681381,2.980083,one 
8.159167,5.497645,6.651765,6.738080,5.800192,5.686520,6.210421,6.301052,6.291629,5.938100,3.352130,3.297691,2.320902,2.191882,1.522283,2.993071,3.425746,2.018634,2.196043,2.056192,one 
8.000678,5.687662,6.859584,6.882283,5.157294,5.549840,5.995272,5.806796,6.320561,5.208315,3.001251,3.417740,2.131537,1.884080,1.258655,2.560994,3.273103,1.872963,1.611260,1.598417,one 
8.981894,8.007189,8.891011,9.025085,6.857404,8.430184,8.153873,8.160865,8.571950,7.413749,3.330475,6.872586,2.641065,2.653393,1.557189,3.062277,3.091387,2.140805,2.141356,2.510300,one 
7.760802,8.456630,8.625744,9.051218,6.656497,7.899333,6.984758,8.120638,7.959580,6.847528,3.731317,6.145976,2.785349,2.766822,1.814057,3.072095,4.228602,2.227191,2.766732,2.516829,one 
8.240218,6.409300,7.282801,7.039534,5.676243,6.328937,6.784598,6.691076,7.155998,5.577245,3.424188,4.155908,2.077381,2.049355,1.059247,2.671698,3.552538,1.988381,1.814619,1.475166,one 
7.706595,7.230824,7.475579,7.861892,5.357801,6.595262,6.851536,6.960294,7.143002,5.930945,3.048346,4.932052,2.356045,1.833216,1.223062,2.750810,3.217695,2.035912,1.899154,1.812034,one 
8.923073,7.485310,6.513226,7.444883,6.788992,6.731646,5.695205,7.084349,6.532517,6.313162,2.905182,2.710171,2.040339,2.076358,1.754992,2.903243,3.621716,2.660626,2.016201,2.756843,one 
9.121726,7.916000,7.972400,8.422412,6.254100,8.064471,7.698387,7.846687,8.427924,6.862379,3.357157,5.713455,2.193383,2.133910,1.227799,2.818951,3.045285,2.281340,2.224115,2.555466,one 
8.330023,8.634623,8.674857,9.023986,6.470912,8.065263,7.763435,7.969388,7.696970,6.785482,3.253494,5.946084,2.385746,2.484872,1.440911,2.782544,3.255970,2.606266,2.473480,2.847965,one 
8.342004,8.369807,8.806401,9.534511,6.697532,8.415460,7.583105,7.742486,7.969684,6.975289,3.302568,6.173154,2.715574,2.434710,1.404072,2.683440,3.879957,1.992523,2.710477,2.193986,one 
7.990377,5.967548,7.224018,7.032438,5.808289,6.513929,7.017927,6.665255,7.254673,5.680103,4.013007,4.756852,2.836251,2.658198,1.494900,3.162235,3.382923,2.405093,2.192917,2.546804,one 
7.608965,7.361725,7.613608,8.198748,6.609619,7.286567,6.809704,7.519788,7.469940,6.273345,3.100891,5.532948,1.900498,2.352055,1.324104,3.103157,3.198128,2.463045,2.927070,2.503762,one 
8.791544,8.633789,8.841500,9.012759,7.123521,8.268730,7.591518,8.234974,7.787364,7.138371,3.191218,6.040385,2.860010,2.802103,1.626746,3.092150,3.893746,2.024222,2.564257,2.643981,one 
